site area,structure type,water consumption,recycling rate,utilisation rate,air qality index,issue reolution time,resident count,electricity cost,Appliance_Type,Meter_Type,Usage_Pattern,Energy_Source,Maintenance_Status,Peak_Hour_Usage,Backup_Power,Weather_Condition
3808,Residential,1960,87,54,123,64,22,2576,AC,Analog,High,Solar,Average,No,None,Rainy
3840,Commercial,7343,90,92,90,51,0,4281,AC,Smart,Medium,Wind,Average,Yes,Generator,Summer
1226,Mixed-use,1848,33,53,20,1,17,1331,Fan,Analog,High,Grid,Good,Yes,Inverter,Winter
977,Commercial,1000,40,98,32,34,0,2059,Fan,Smart,High,Solar,Good,No,Inverter,Summer
1370,Residential,1122,22,35,151,72,62,1284,Heater,Analog,Medium,Grid,Good,No,None,Summer
2125,Residential,3162,13,58,34,48,112,2732,Heater,Smart,High,Grid,Average,Yes,Inverter,Winter
4714,Mixed-use,3141,69,65,59,52,134,3051,Fan,Smart,Medium,Solar,Good,Yes,Inverter,Rainy
2659,Residential,1827,66,30,180,53,45,2077,Refrigerator,Analog,High,Grid,Good,Yes,Generator,Summer
1687,Commercial,1830,85,85,167,26,0,2339,AC,Smart,High,Grid,Average,Yes,Inverter,Rainy
2937,Mixed-use,1000,45,72,193,68,88,2701,Fan,Analog,Medium,Solar,Average,No,Generator,Winter
4908,Mixed-use,7117,62,39,95,49,485,3847,AC,Smart,High,Wind,Poor,Yes,Inverter,Rainy
1781,Industrial,2921,22,63,53,35,0,2667,Refrigerator,Analog,Medium,Wind,Poor,No,Generator,Rainy
3008,Mixed-use,4704,17,40,2,66,19,2060,AC,Smart,High,Grid,Poor,No,None,Summer
1759,Commercial,2406,44,59,198,69,0,2000,Refrigerator,Analog,Low,Grid,Average,No,Generator,Winter
4450,Mixed-use,4203,54,89,28,12,134,3153,Heater,Smart,Low,Wind,Poor,Yes,Generator,Summer
2360,Commercial,3331,50,44,174,38,0,2190,Washing Machine,Analog,High,Solar,Poor,No,Inverter,Summer
4630,Residential,5822,90,None,99,27,358,4926,Fan,Analog,High,Wind,Poor,No,Generator,Winter
719,Industrial,1239,47,80,165,71,0,1996,Refrigerator,Analog,High,Grid,Poor,No,Generator,Winter
3781,Commercial,2570,84,52,158,67,0,3294,Refrigerator,Analog,Medium,Solar,Average,No,None,Rainy
651,Commercial,1483,67,77,82,32,0,941,Heater,Smart,Low,Solar,Average,No,Generator,Summer
2530,Commercial,2818,16,97,163,42,0,2818,Heater,Smart,High,Solar,Good,Yes,None,Summer
3154,Industrial,6104,14,61,60,9,0,3921,Washing Machine,Smart,Medium,Grid,Poor,Yes,Generator,Rainy
1255,Residential,1494,62,91,0,58,57,1796,Washing Machine,Smart,Low,Wind,Good,No,None,Summer
3186,Residential,2616,75,49,100,47,55,2600,Refrigerator,Smart,High,Wind,Good,Yes,None,Rainy
4205,Mixed-use,4798,23,65,198,48,366,3207,Fan,Smart,High,Solar,Good,Yes,Generator,Rainy
1381,Residential,1202,36,44,40,9,58,1391,Refrigerator,Analog,Low,Solar,Poor,No,None,Summer
2750,Commercial,2527,71,37,116,23,0,2480,AC,Analog,Medium,Solar,Poor,No,None,Rainy
4624,Residential,9506,53,68,4,37,413,5421,Heater,Smart,High,Wind,Poor,Yes,Generator,Summer
2265,Mixed-use,4374,77,33,53,42,151,1456,Refrigerator,Analog,Low,Solar,Good,No,Generator,Rainy
4354,Commercial,2767,14,39,176,1,0,3723,Fan,Smart,Low,Wind,Good,Yes,None,Winter
2759,Residential,5619,29,67,6,17,149,3170,Washing Machine,Smart,Low,Wind,Good,Yes,None,Summer
3050,Residential,1939,24,81,53,1,268,3494,Refrigerator,Analog,Low,Grid,Poor,Yes,Generator,Summer
4125,Commercial,1676,61,80,186,1,0,3596,Fan,Analog,High,Grid,Good,No,None,Summer
4265,Industrial,5547,30,98,67,72,0,5410,Heater,Smart,Medium,Solar,Good,No,Generator,Winter
4567,Commercial,6943,89,59,10,10,0,4329,Washing Machine,Smart,High,Grid,Average,No,Inverter,Winter
2976,Commercial,1753,43,55,145,43,0,2497,Refrigerator,Smart,Low,Solar,Average,No,Inverter,Winter
521,Commercial,1044,10,None,163,70,0,1437,Washing Machine,Smart,High,Grid,Poor,Yes,Inverter,Rainy
3388,Mixed-use,6164,30,87,128,53,148,2595,Heater,Analog,Low,Solar,Good,Yes,Generator,Summer
877,Residential,1000,15,69,11,72,21,1184,Heater,Smart,Low,Wind,Average,Yes,None,Winter
3097,Commercial,3349,11,43,196,46,0,3198,AC,Smart,Medium,Grid,Poor,Yes,Generator,Winter
2160,Industrial,2728,36,84,19,66,0,3062,Washing Machine,Analog,Low,Solar,Poor,Yes,Inverter,Summer
3644,Commercial,4675,54,62,15,5,0,3456,Washing Machine,Analog,Medium,Wind,Poor,No,Inverter,Winter
798,Residential,1331,26,44,194,23,10,1309,Refrigerator,Smart,Low,Grid,Good,No,Generator,Rainy
2275,Commercial,2267,13,76,27,41,0,2688,Fan,Smart,Low,Solar,Poor,No,Inverter,Rainy
2804,Residential,1969,31,45,27,68,34,2219,AC,Smart,High,Solar,Poor,No,Generator,Rainy
2702,Commercial,1760,63,80,114,26,0,2605,Washing Machine,Smart,High,Wind,Average,No,None,Rainy
2088,Commercial,2115,84,36,174,47,0,1890,Heater,Analog,High,Wind,Average,Yes,Generator,Summer
3159,Residential,4984,47,72,140,46,268,3895,Fan,Smart,High,Wind,Average,No,Generator,Summer
1438,Mixed-use,1873,73,79,84,69,78,1282,Fan,Smart,High,Grid,Good,Yes,Generator,Rainy
4664,Residential,5066,21,50,180,69,435,5571,Refrigerator,Smart,Medium,Wind,Good,Yes,Inverter,Rainy
4420,Residential,3759,86,99,29,5,224,4652,Heater,Analog,Low,Solar,Average,Yes,Inverter,Rainy
2807,Commercial,4184,76,86,71,56,0,3264,Fan,Analog,High,Grid,Good,No,None,Winter
3990,Commercial,7326,69,30,27,68,0,3306,Refrigerator,Analog,High,Grid,Good,Yes,Inverter,Rainy
1471,Commercial,2236,53,65,159,33,0,2246,Fan,Analog,Medium,Solar,Good,Yes,None,Winter
1829,Residential,2257,23,76,58,50,180,2594,Refrigerator,Smart,High,Grid,Poor,Yes,Inverter,Winter
1922,Residential,2229,24,82,35,35,28,2239,AC,Analog,High,Solar,Average,No,Generator,Winter
2261,Commercial,2630,39,37,43,43,0,2051,Heater,Analog,High,Wind,Good,No,None,Summer
1990,Commercial,2602,83,61,68,50,0,2468,Refrigerator,Smart,Medium,Grid,Good,Yes,Inverter,Winter
3104,Mixed-use,1147,57,62,53,33,268,2269,Heater,Analog,Medium,Wind,Average,Yes,Generator,Summer
4561,Residential,3112,41,74,56,43,159,4223,Washing Machine,Analog,Medium,Grid,Average,No,Generator,Rainy
1414,Commercial,1350,74,39,32,27,0,1472,Heater,Analog,Low,Grid,Poor,Yes,None,Winter
4563,Residential,3120,86,44,20,44,13,3232,Fan,Smart,Low,Solar,Good,No,Generator,Winter
3197,Commercial,3149,79,65,12,27,0,3041,Washing Machine,Analog,High,Wind,Poor,No,Inverter,Winter
4568,Commercial,8780,74,41,170,33,0,4268,Washing Machine,Smart,Low,Wind,Poor,Yes,Inverter,Rainy
4568,Residential,3826,36,None,128,3,256,4434,Heater,Analog,Low,Grid,Average,No,Inverter,Rainy
3142,Mixed-use,4297,34,46,96,45,282,2435,Heater,Smart,Medium,Solar,Average,No,None,Summer
1741,Industrial,1731,55,60,39,62,0,2378,Refrigerator,Smart,High,Wind,Good,Yes,None,Winter
4219,Mixed-use,3239,86,49,54,27,190,3054,Refrigerator,Smart,Low,Grid,Good,Yes,Inverter,Rainy
4375,Residential,6360,18,85,132,52,70,3972,Washing Machine,Smart,High,Solar,Average,Yes,None,Summer
1530,Commercial,2657,42,56,33,15,0,1684,AC,Smart,Low,Grid,Good,Yes,None,Rainy
2652,Commercial,5962,79,31,118,24,0,2271,Refrigerator,Smart,High,Grid,Good,No,Generator,Winter
1496,Industrial,2103,65,55,200,1,0,1896,Fan,Smart,High,Solar,Good,Yes,Generator,Rainy
4849,Industrial,7364,55,73,35,7,0,5430,Refrigerator,Smart,High,Grid,Average,No,Generator,Winter
975,Residential,2076,16,87,107,3,58,1943,Refrigerator,Smart,Medium,Solar,Good,No,None,Summer
2110,Residential,1842,46,36,87,61,125,1971,Fan,Smart,Low,Solar,Average,Yes,Inverter,Rainy
1373,Commercial,2136,49,48,116,69,0,1871,Washing Machine,Smart,High,Solar,Average,Yes,Inverter,Rainy
3485,Residential,5346,81,68,196,53,302,4534,Heater,Analog,High,Grid,Good,Yes,None,Winter
906,Mixed-use,1134,26,47,76,62,21,1176,AC,Smart,Medium,Wind,Good,No,Generator,Winter
1479,Residential,1586,12,75,24,21,130,2072,Refrigerator,Analog,Low,Wind,Good,Yes,Inverter,Winter
1879,Mixed-use,2329,87,65,167,16,182,1659,Washing Machine,Analog,High,Wind,Poor,Yes,Inverter,Rainy
3277,Commercial,2960,60,60,45,36,0,3148,Refrigerator,Analog,High,Grid,Good,No,None,Winter
1091,Mixed-use,1636,68,47,90,37,34,1151,AC,Smart,Low,Grid,Average,No,Inverter,Winter
1372,Mixed-use,2728,51,97,9,44,39,1728,Heater,Analog,Medium,Solar,Average,No,Generator,Rainy
4825,Residential,3708,89,78,108,58,70,3540,Heater,Analog,Medium,Grid,Good,No,Generator,Winter
3591,Mixed-use,5628,53,48,92,68,162,2280,AC,Analog,Low,Grid,Average,Yes,None,Winter
1304,Residential,2063,59,37,7,55,40,1266,Heater,Smart,Medium,Wind,Good,Yes,Generator,Winter
792,Mixed-use,1570,31,97,5,62,58,1673,Refrigerator,Analog,Medium,Wind,Average,No,Inverter,Winter
1769,Residential,1617,68,33,125,22,98,1760,AC,Analog,High,Solar,Poor,No,None,Rainy
2347,Industrial,1504,68,82,58,25,0,3059,Heater,Analog,Low,Grid,Poor,Yes,Inverter,Summer
2741,Residential,4263,29,55,153,26,214,3269,AC,Smart,Low,Grid,Average,No,Inverter,Winter
4968,Residential,5504,65,88,153,23,342,5344,Heater,Smart,High,Grid,Average,No,Inverter,Summer
4057,Residential,6301,85,61,39,39,180,3887,AC,Smart,Low,Solar,Good,No,None,Winter
2225,Commercial,3825,68,31,196,25,0,1843,AC,Analog,Low,Solar,Good,Yes,Generator,Summer
1299,Residential,1455,69,87,126,6,72,1772,Refrigerator,Analog,Medium,Solar,Poor,Yes,Inverter,Winter
3369,Residential,3950,15,83,188,32,268,4078,Fan,Analog,Medium,Grid,Poor,No,None,Winter
954,Residential,2026,82,38,122,17,37,831,AC,Smart,Low,Wind,Poor,Yes,Generator,Summer
3161,Mixed-use,3796,38,62,152,65,159,2703,Fan,Analog,Low,Wind,Average,Yes,Generator,Summer
2285,Mixed-use,3319,50,73,124,44,220,1916,Fan,Analog,High,Wind,Poor,Yes,None,Rainy
3688,Residential,6575,44,100,19,13,13,3132,Washing Machine,Smart,Medium,Grid,Good,No,Inverter,Rainy
1741,Commercial,2474,29,84,111,16,0,2266,Heater,Analog,Low,Wind,Average,No,Inverter,Rainy
711,Mixed-use,1276,51,72,47,25,43,1457,Fan,Smart,Low,Grid,Good,No,Generator,Rainy
2789,Industrial,5295,50,99,124,34,0,4129,AC,Analog,Low,Solar,Good,Yes,None,Rainy
1407,Residential,2773,37,99,164,4,95,2418,Heater,Analog,Low,Wind,Poor,No,Inverter,Winter
4734,Residential,4388,30,88,89,58,398,5695,Fan,Smart,Medium,Grid,Average,No,Generator,Summer
1187,Residential,1364,47,60,157,8,117,1620,Heater,Smart,High,Wind,Good,No,Inverter,Rainy
4571,Residential,8354,37,77,185,4,223,4490,Refrigerator,Smart,Medium,Wind,Average,Yes,Generator,Rainy
1698,Mixed-use,2695,58,90,96,69,34,2091,Washing Machine,Analog,High,Grid,Good,No,Inverter,Rainy
1222,Commercial,1636,36,82,150,20,0,1887,Fan,Analog,High,Grid,Average,Yes,Generator,Summer
2849,Mixed-use,5360,45,38,139,37,119,2346,Fan,Analog,Low,Solar,Average,No,None,Summer
4747,Mixed-use,4143,49,88,162,25,302,3335,Washing Machine,Smart,Medium,Wind,Good,Yes,None,Winter
4825,Residential,3620,69,61,143,16,352,4867,Refrigerator,Smart,Medium,Grid,Good,No,None,Winter
3256,Residential,3286,68,36,187,5,322,4049,Refrigerator,Smart,Medium,Solar,Good,No,Generator,Winter
2304,Residential,3408,57,44,137,7,25,1922,Heater,Analog,Medium,Grid,Average,No,None,Summer
2941,Commercial,4729,45,82,177,18,0,3271,Heater,Analog,Medium,Solar,Poor,Yes,Inverter,Rainy
990,Residential,1000,75,69,182,14,64,1532,Washing Machine,Analog,Medium,Solar,Good,No,None,Summer
4820,Mixed-use,4523,65,78,186,53,135,3809,Fan,Analog,Low,Solar,Good,No,None,Summer
875,Residential,1000,30,48,156,37,57,1468,Washing Machine,Analog,Medium,Grid,Good,No,Inverter,Winter
1684,Residential,3641,15,50,77,36,99,2418,AC,Analog,Medium,Grid,Poor,No,None,Winter
3755,Commercial,5976,49,64,190,32,0,3614,Refrigerator,Smart,High,Solar,Average,No,Generator,Winter
1978,Commercial,1722,14,88,92,13,0,2310,Washing Machine,Analog,Medium,Wind,Average,No,Inverter,Rainy
4922,Residential,4015,10,49,150,68,53,3857,Washing Machine,Smart,High,Solar,Good,No,None,Winter
4621,Industrial,6645,87,37,25,37,0,4437,AC,Smart,Medium,Solar,Average,Yes,Inverter,Rainy
1616,Industrial,2549,72,68,94,37,0,2824,AC,Smart,Medium,Grid,Good,No,Generator,Winter
4926,Residential,5990,23,65,32,57,185,4301,Heater,Smart,Low,Solar,Good,No,Generator,Rainy
2132,Commercial,3447,19,65,142,67,0,2198,AC,Smart,Low,Grid,Average,No,None,Winter
1577,Mixed-use,2952,41,77,107,4,27,2043,Refrigerator,Analog,Medium,Solar,Average,No,Inverter,Rainy
4362,Industrial,6780,90,46,74,5,0,4242,Heater,Analog,High,Grid,Good,No,Inverter,Winter
3868,Residential,5989,87,94,105,23,89,3356,AC,Smart,Medium,Solar,Good,Yes,Inverter,Summer
914,Residential,1000,47,100,28,55,82,1677,Fan,Smart,Low,Wind,Average,Yes,Generator,Winter
691,Residential,1000,84,40,181,7,29,622,Fan,Smart,Medium,Solar,Good,Yes,Inverter,Rainy
1596,Mixed-use,1117,18,37,193,58,127,1291,Refrigerator,Analog,High,Solar,Average,No,Generator,Rainy
4830,Residential,4294,71,74,166,22,286,4725,Heater,Analog,Low,Solar,Poor,Yes,Inverter,Summer
891,Commercial,1000,16,59,134,62,0,1302,Washing Machine,Analog,Medium,Grid,Poor,No,Inverter,Summer
1862,Residential,3137,53,45,118,58,176,2661,AC,Smart,Medium,Solar,Poor,Yes,Inverter,Rainy
4054,Industrial,3289,56,93,3,2,0,4968,Heater,Analog,Low,Grid,Poor,Yes,Inverter,Rainy
3871,Mixed-use,6108,43,41,118,21,69,2800,AC,Smart,Low,Grid,Poor,Yes,Inverter,Summer
2219,Mixed-use,1862,62,69,133,16,41,1790,Fan,Smart,Medium,Solar,Poor,No,Generator,Rainy
4354,Commercial,2767,14,39,176,1,0,3723,Fan,Analog,Low,Grid,Poor,Yes,Inverter,Rainy
1702,Industrial,2285,75,88,51,66,0,2619,Heater,Smart,High,Grid,Good,No,None,Winter
1978,Residential,2672,58,57,102,15,164,2383,Heater,Analog,High,Grid,Average,Yes,Generator,Summer
788,Commercial,1000,54,None,88,54,0,1316,Fan,Analog,High,Grid,Good,No,Inverter,Rainy
2365,Mixed-use,2214,31,45,71,61,24,2103,Heater,Smart,High,Solar,Poor,Yes,None,Winter
1779,Mixed-use,3362,21,30,83,1,24,1370,Washing Machine,Analog,Medium,Wind,Average,No,Inverter,Winter
3966,Commercial,4816,61,67,15,52,0,3769,AC,Analog,High,Wind,Average,No,None,Rainy
2298,Commercial,1714,22,71,60,72,0,2811,Washing Machine,Analog,High,Wind,Good,Yes,Generator,Rainy
3444,Residential,6430,64,58,118,16,163,3227,Washing Machine,Smart,High,Solar,Good,No,Inverter,Summer
2107,Mixed-use,2567,43,94,188,22,66,2067,Fan,Smart,Medium,Grid,Good,No,None,Summer
2088,Industrial,3694,15,36,19,42,0,2311,AC,Analog,Medium,Grid,Average,Yes,Inverter,Summer
4310,Mixed-use,3510,15,33,14,65,323,2682,AC,Analog,Medium,Solar,Average,Yes,None,Rainy
3591,Mixed-use,5628,53,48,92,68,162,2280,Heater,Analog,Low,Wind,Average,Yes,Generator,Rainy
4981,Mixed-use,4269,47,86,94,18,109,3582,Heater,Analog,Medium,Wind,Average,No,Inverter,Rainy
3937,Industrial,3615,29,58,124,16,0,4203,Fan,Smart,High,Wind,Poor,No,Inverter,Winter
1461,Residential,2838,18,79,92,55,128,2336,AC,Analog,Low,Wind,Poor,Yes,Inverter,Rainy
2136,Residential,2771,85,None,146,42,117,2513,Refrigerator,Smart,High,Wind,Average,Yes,Inverter,Winter
2605,Residential,4108,84,77,109,12,62,3126,Heater,Smart,High,Grid,Poor,No,Generator,Winter
4188,Mixed-use,3048,20,33,107,34,56,2650,AC,Analog,High,Grid,Poor,Yes,None,Summer
4823,Commercial,4928,13,64,189,38,0,4520,Refrigerator,Smart,Medium,Wind,Average,Yes,Generator,Winter
1515,Residential,2374,13,88,132,22,49,2126,Fan,Smart,Medium,Wind,Average,Yes,Inverter,Winter
4075,Residential,4491,79,68,108,60,228,4023,AC,Smart,Low,Grid,Poor,Yes,Generator,Winter
1809,Residential,3233,33,44,124,7,175,2547,Washing Machine,Smart,Medium,Wind,Poor,No,Generator,Rainy
3116,Residential,4272,43,94,198,70,243,3961,Heater,Analog,High,Grid,Poor,Yes,None,Winter
2190,Industrial,1739,88,55,176,52,0,2566,Heater,Analog,High,Solar,Good,Yes,Inverter,Summer
3082,Industrial,4061,38,65,74,66,0,3543,AC,Analog,Low,Grid,Average,Yes,Generator,Winter
2548,Industrial,2320,53,65,20,60,0,3282,AC,Smart,Low,Solar,Good,Yes,None,Winter
1969,Commercial,3337,85,35,159,11,0,1707,Washing Machine,Analog,Low,Wind,Good,No,None,Winter
2078,Commercial,3879,16,94,167,1,0,2550,Fan,Smart,Medium,Grid,Average,No,None,Winter
4286,Commercial,6317,34,98,138,59,0,4387,Washing Machine,Smart,Low,Grid,Poor,Yes,Inverter,Summer
2276,Residential,1663,37,72,116,55,48,2167,Heater,Analog,Low,Wind,Average,No,Generator,Rainy
542,Commercial,1000,82,74,42,32,0,1070,Heater,Smart,Low,Wind,Poor,No,None,Rainy
620,Mixed-use,1000,51,53,1,4,25,1154,Washing Machine,Analog,Medium,Grid,Average,Yes,None,Summer
3262,Industrial,2447,86,45,49,32,0,3321,Washing Machine,Smart,Medium,Grid,Poor,No,None,Winter
4994,Industrial,2193,10,57,21,72,0,4870,Fan,Smart,Medium,Wind,Average,No,Inverter,Rainy
2088,Commercial,2115,84,36,174,47,0,1890,Fan,Smart,High,Wind,Good,No,None,Rainy
4275,Mixed-use,7428,10,90,6,40,320,3669,Fan,Analog,Low,Solar,Poor,Yes,None,Summer
4459,Commercial,9064,78,31,149,26,0,3941,Washing Machine,Analog,Medium,Solar,Poor,Yes,Generator,Winter
1370,Residential,1493,59,87,45,33,54,1834,AC,Analog,High,Solar,Poor,Yes,None,Summer
1947,Commercial,2175,86,61,36,45,0,2007,Heater,Smart,High,Grid,Poor,No,Generator,Winter
3512,Commercial,5051,70,75,74,2,0,3551,Heater,Analog,Low,Wind,Poor,No,Generator,Rainy
4209,Commercial,3688,64,31,81,13,0,3371,AC,Analog,High,Grid,Poor,Yes,Generator,Winter
2334,Residential,2010,49,62,21,31,88,2113,Refrigerator,Analog,Medium,Wind,Average,No,Inverter,Winter
1786,Commercial,1768,81,66,154,31,0,2332,Fan,Analog,Medium,Wind,Average,No,Inverter,Summer
1532,Commercial,1409,40,84,117,24,0,2170,AC,Smart,High,Wind,Average,Yes,None,Rainy
4832,Mixed-use,8906,63,40,25,31,231,3178,Heater,Analog,Medium,Wind,Good,No,None,Rainy
3247,Mixed-use,5671,14,34,70,55,38,2149,Washing Machine,Smart,Medium,Solar,Average,Yes,Inverter,Summer
2087,Mixed-use,1388,29,71,150,29,45,2150,Refrigerator,Smart,High,Wind,Poor,No,Generator,Winter
1566,Commercial,1000,25,61,88,56,0,1734,Fan,Analog,Medium,Solar,Average,No,Generator,Rainy
2913,Mixed-use,3479,37,100,98,72,39,3026,Fan,Analog,High,Grid,Good,No,Inverter,Rainy
4727,Residential,7081,43,85,46,61,397,5472,Fan,Analog,High,Solar,Average,No,Inverter,Winter
1383,Commercial,2916,47,88,39,15,0,2075,Heater,Smart,Low,Grid,Average,No,Inverter,Rainy
2886,Commercial,3371,45,86,138,44,0,3378,Fan,Smart,Low,Solar,Poor,Yes,Inverter,Winter
3225,Commercial,2249,79,48,54,13,0,3005,Heater,Smart,High,Solar,Poor,Yes,Inverter,Rainy
4466,Industrial,5703,84,65,144,16,0,4709,Fan,Smart,Medium,Grid,Poor,Yes,Generator,Summer
4378,Industrial,5256,75,93,146,27,0,4900,AC,Smart,Medium,Grid,Average,No,Generator,Rainy
4738,Commercial,7504,66,53,111,32,0,4298,Heater,Analog,Low,Solar,Average,Yes,Generator,Summer
1051,Commercial,1000,83,45,28,52,0,1217,Washing Machine,Analog,Low,Solar,Good,No,Inverter,Rainy
3583,Mixed-use,3042,59,82,48,46,240,3003,Fan,Smart,Low,Wind,Good,Yes,Generator,Rainy
4109,Residential,3705,41,78,122,35,258,4410,Fan,Analog,High,Wind,Poor,Yes,Generator,Summer
1314,Industrial,1000,14,49,118,40,0,2119,Washing Machine,Smart,Medium,Wind,Poor,Yes,Inverter,Rainy
1514,Residential,1790,49,56,33,5,113,2005,Heater,Analog,Medium,Grid,Good,No,Inverter,Rainy
3583,Residential,3204,46,48,166,5,94,2970,Washing Machine,Smart,Low,Grid,Average,Yes,Generator,Rainy
2250,Residential,1430,59,99,53,56,219,3224,Refrigerator,Smart,Low,Grid,Good,Yes,None,Rainy
2865,Residential,2839,60,62,9,23,173,3126,AC,Analog,Medium,Grid,Average,No,None,Winter
3453,Mixed-use,4567,38,83,40,56,316,2922,Fan,Analog,Medium,Solar,Good,No,None,Winter
3839,Commercial,5365,73,44,11,36,0,3375,Washing Machine,Smart,Medium,Wind,Poor,Yes,None,Rainy
1382,Residential,2050,65,54,100,67,77,1870,Heater,Smart,Low,Grid,Poor,Yes,None,Winter
4139,Commercial,4251,28,85,47,60,0,3960,Heater,Smart,High,Grid,Good,Yes,Inverter,Rainy
1219,Residential,1851,49,88,11,1,34,1601,Washing Machine,Smart,High,Wind,Poor,Yes,Inverter,Summer
1486,Mixed-use,1561,45,62,100,31,133,1646,Fan,Smart,Low,Solar,Poor,Yes,None,Summer
1910,Commercial,1799,29,43,46,9,0,1965,Washing Machine,Smart,Medium,Wind,Average,No,Generator,Winter
4111,Residential,6683,41,81,179,54,380,4887,Refrigerator,Smart,High,Grid,Good,Yes,None,Winter
2843,Industrial,3356,70,86,197,67,0,3791,Fan,Smart,High,Solar,Good,No,Inverter,Rainy
2321,Industrial,1924,27,69,83,64,0,3532,Washing Machine,Smart,Medium,Wind,Good,No,None,Winter
2301,Residential,4028,39,86,137,5,109,2834,AC,Analog,Medium,Solar,Good,Yes,None,Winter
1551,Residential,1424,21,55,185,29,79,1954,Refrigerator,Smart,Medium,Wind,Good,No,Inverter,Summer
1565,Industrial,3001,49,72,26,70,0,2510,Washing Machine,Smart,High,Grid,Good,Yes,Generator,Summer
707,Residential,1710,53,45,105,46,67,1587,Heater,Analog,Medium,Solar,Average,Yes,Generator,Winter
4463,Residential,8571,24,60,14,28,391,5142,AC,Analog,High,Grid,Average,Yes,Inverter,Rainy
3243,Commercial,6830,90,99,57,70,0,3722,Washing Machine,Smart,Low,Grid,Good,Yes,Generator,Rainy
3536,Residential,5618,21,69,153,24,74,2868,Washing Machine,Smart,Medium,Solar,Poor,Yes,Generator,Rainy
4430,Residential,6804,33,39,97,48,54,3013,Fan,Smart,Medium,Solar,Average,Yes,Generator,Summer
2743,Commercial,3142,55,45,112,27,0,2514,Heater,Smart,Low,Grid,Poor,No,None,Winter
3965,Residential,3480,74,87,96,25,129,3852,Refrigerator,Analog,High,Wind,Good,Yes,Generator,Winter
3512,Residential,4787,30,92,161,18,120,3603,AC,Analog,Low,Wind,Good,Yes,Inverter,Summer
1158,Residential,1117,34,99,4,35,19,1993,Heater,Smart,High,Wind,Good,Yes,Generator,Winter
2532,Industrial,4097,46,33,106,33,0,2669,Heater,Smart,Medium,Solar,Good,Yes,Inverter,Winter
666,Commercial,1000,43,80,147,10,0,1041,Fan,Smart,Medium,Wind,Poor,No,Generator,Summer
1450,Residential,1486,69,58,158,44,95,1976,AC,Analog,High,Solar,Poor,Yes,Inverter,Rainy
2838,Residential,3922,65,86,144,37,104,2779,Fan,Smart,High,Grid,Average,No,None,Summer
2551,Residential,1000,28,63,146,14,206,2776,Washing Machine,Analog,High,Grid,Poor,No,Inverter,Rainy
4310,Mixed-use,5951,29,97,115,25,132,3867,Fan,Smart,High,Solar,Good,Yes,Inverter,Rainy
912,Residential,1463,35,97,60,6,12,1600,Fan,Smart,Low,Solar,Average,Yes,None,Rainy
